vec_0,vec_1,vec_2,vec_3,vec_4,vec_5,vec_6,vec_7,vec_8,vec_9,vec_10,vec_11,vec_12,vec_13,vec_14,vec_15,vec_16,vec_17,vec_18,vec_19,vec_20,vec_21,vec_22,vec_23,vec_24,vec_25,vec_26,vec_27,vec_28,vec_29,vec_30,vec_31,vec_32,vec_33,vec_34,vec_35,vec_36,vec_37,vec_38,vec_39,vec_40,vec_41,vec_42,vec_43,vec_44,vec_45,vec_46,vec_47,vec_48,vec_49,vec_50,vec_51,vec_52,vec_53,vec_54,vec_55,vec_56,vec_57,vec_58,vec_59,vec_60,vec_61,vec_62,vec_63,vec_64,vec_65,vec_66,vec_67,vec_68,vec_69,vec_70,vec_71,vec_72,vec_73,vec_74,vec_75,vec_76,vec_77,vec_78,vec_79,vec_80,vec_81,vec_82,vec_83,vec_84,vec_85,vec_86,vec_87,vec_88,vec_89,vec_90,vec_91,vec_92,vec_93,vec_94,vec_95,vec_96,vec_97,vec_98,vec_99,name
-0.11530505,0.07459505,0.011452157,0.04349966,0.02929249,-0.17394398,0.11555264,0.29222444,-0.07202256,-0.16098242,-0.041640356,-0.15841645,-0.022878064,-0.012855614,0.0010439189,-0.121770866,0.124059334,-0.035818517,-0.046590142,-0.15261215,0.06978277,0.055715308,0.14467047,-0.15359284,-0.030610055,0.037496164,-0.076895095,-0.037365805,-0.13282815,-0.0050542145,0.120049536,-0.06935233,-1.1676752e-05,-0.21847211,-0.034593698,0.057645615,0.046891395,-0.11549319,-0.0007368721,-0.15627351,0.09286676,-0.09991547,-0.08036319,-0.032606855,0.20653975,0.0077044195,-0.18608078,-0.05467474,0.11697067,0.038523346,0.056157008,-0.12561058,0.010801559,-0.021681149,-0.12509038,0.026774468,0.05864799,-0.015141545,-0.16964819,0.10868554,-0.009584822,0.003989039,0.045135126,-0.015762947,-0.11440004,0.1754634,-0.024213094,0.108423576,-0.119432606,0.12573874,-0.12045163,0.082201935,0.15746927,-0.032931004,0.11705192,0.0065115523,0.051669117,0.0022419172,-0.1128067,-0.0050523477,-0.11927347,0.024884295,-0.05943869,0.18854244,-0.082402885,-0.11557325,0.07446135,0.03455611,0.04282585,0.055516392,0.17820734,-0.006866964,0.09895183,-0.07147906,0.14882134,0.052790172,0.06515237,-0.1149007,-0.018027063,0.022566756,hoppip
-0.1155444,0.07423664,0.011277495,0.04370824,0.030498883,-0.1692966,0.11536966,0.28749007,-0.07362073,-0.15692295,-0.043058064,-0.15550604,-0.023507595,-0.013538181,0.0011548083,-0.12323232,0.12723246,-0.03330973,-0.04979543,-0.14904806,0.06969264,0.0529859,0.14561355,-0.15767482,-0.026853396,0.03940607,-0.07741837,-0.038060684,-0.13820405,0.00073698733,0.12424696,-0.07304228,4.4031243e-05,-0.217245,-0.033974357,0.056706484,0.045420054,-0.1111102,0.005732723,-0.15804538,0.09141109,-0.099299915,-0.07901209,-0.031290494,0.20291935,0.009454677,-0.18753636,-0.050490476,0.11591295,0.036206756,0.060071986,-0.12832913,0.008061684,-0.024553763,-0.1279618,0.025612634,0.05906669,-0.01647229,-0.1721925,0.107425205,-0.009602054,0.0035058232,0.044859346,-0.016965415,-0.11090142,0.17936176,-0.02203558,0.10926578,-0.11986995,0.1254647,-0.12249539,0.08591873,0.15746135,-0.031110177,0.115526006,0.0046041193,0.053962752,0.0060076914,-0.11017688,-0.008816687,-0.12245411,0.022566687,-0.06071122,0.1850563,-0.08195875,-0.12208709,0.07531526,0.030806012,0.04040912,0.05230678,0.1814447,-0.0077128327,0.10511671,-0.07276312,0.1473872,0.048942234,0.066585764,-0.11163026,-0.01983101,0.021922003,skiploom
-0.11869924,0.0784836,0.011631273,0.04674924,0.03365894,-0.1743118,0.11781389,0.2928142,-0.07272864,-0.15907489,-0.045201216,-0.16105002,-0.026490124,-0.009927669,0.0010290114,-0.1261222,0.12489797,-0.029720865,-0.051084142,-0.14815864,0.06960173,0.052646607,0.14601007,-0.15803535,-0.024327112,0.037003666,-0.074397944,-0.03723457,-0.13801397,-0.005332237,0.12184084,-0.072208755,-0.002486367,-0.2206225,-0.03569667,0.05602248,0.050624833,-0.113380305,0.005866195,-0.15432249,0.08961758,-0.09952672,-0.081774004,-0.031775415,0.2097057,0.013208351,-0.1877565,-0.051088057,0.115372285,0.038686074,0.060728256,-0.12517338,0.008168984,-0.026533594,-0.1268375,0.026528444,0.05921916,-0.015606047,-0.17083664,0.10980625,-0.010396094,0.004726277,0.040676087,-0.019691199,-0.11091323,0.17178679,-0.020901127,0.109493576,-0.1153411,0.12690163,-0.119315535,0.081237555,0.15754522,-0.029420273,0.11677898,0.008045568,0.04655917,0.0027276143,-0.10866414,-0.0083393045,-0.11954769,0.025381438,-0.056572706,0.17937587,-0.080957994,-0.11515617,0.07440875,0.027108513,0.041371744,0.05231939,0.17322077,-0.0074736606,0.10309618,-0.07504846,0.1498567,0.055955593,0.066522576,-0.114422224,-0.023338187,0.019887323,jumpluff
-0.11598523,0.07446315,0.013508146,0.04706025,0.031122366,-0.17259227,0.11652626,0.28936467,-0.07109103,-0.15815468,-0.041801427,-0.1554389,-0.027425187,-0.012692599,-0.00020369502,-0.12031514,0.12761451,-0.029830687,-0.050105456,-0.14611265,0.0679123,0.051878266,0.1453447,-0.15889968,-0.025628993,0.038556498,-0.07529353,-0.036928937,-0.135698,-0.004116501,0.12215802,-0.0732737,0.0015957389,-0.21836981,-0.0332562,0.05294996,0.0484758,-0.11697917,0.0054538087,-0.15179326,0.09007886,-0.10032622,-0.08157873,-0.03137072,0.20711666,0.0103119975,-0.186039,-0.051435117,0.11777792,0.038847458,0.059880942,-0.12576926,0.009434167,-0.024607303,-0.12704454,0.027872503,0.06174266,-0.01538609,-0.17075923,0.11226263,-0.011288732,0.0037383465,0.04221537,-0.01794417,-0.108081385,0.17787442,-0.021822976,0.109721646,-0.11800515,0.12822779,-0.1221355,0.082677156,0.15956025,-0.031303458,0.11647954,0.005308775,0.049856186,0.0011862061,-0.108707406,-0.010061965,-0.1246008,0.025807055,-0.05845716,0.18740837,-0.080717,-0.11660338,0.07565494,0.029095562,0.04075959,0.056529712,0.17989796,-0.011046461,0.10409866,-0.07593649,0.14632235,0.050269343,0.06421481,-0.11190613,-0.022791456,0.021728192,aipom
-0.11601312,0.0707968,0.011149784,0.044758476,0.026710566,-0.17467192,0.115632415,0.29144856,-0.071980305,-0.16042963,-0.041370966,-0.1555985,-0.025988704,-0.010905989,0.0006781234,-0.11985511,0.1257125,-0.03540348,-0.046001658,-0.15579733,0.06582649,0.05737066,0.14685345,-0.15254506,-0.027145276,0.036569137,-0.08099166,-0.034843996,-0.13606727,-0.008439974,0.11896111,-0.06874124,0.0028024586,-0.21790451,-0.035517905,0.053947244,0.046074644,-0.121358655,-0.00068638637,-0.15212017,0.08902068,-0.09710792,-0.08515002,-0.03195914,0.2115842,0.007316239,-0.18908527,-0.055994943,0.12038202,0.04074939,0.050924547,-0.12465879,0.01143943,-0.022335684,-0.12163382,0.027373346,0.05754546,-0.018093692,-0.169653,0.11437854,-0.011522767,0.004423485,0.042302474,-0.01895365,-0.11546985,0.17327984,-0.024903007,0.106384695,-0.1178149,0.12563185,-0.11910066,0.08211517,0.15747623,-0.03678404,0.11643938,0.009026727,0.052380938,0.0010997902,-0.11141127,-0.008902232,-0.11822652,0.024893448,-0.056094073,0.19235739,-0.0817868,-0.11245778,0.076277755,0.034540966,0.043702565,0.056261145,0.17529163,-0.009180245,0.098906375,-0.07001534,0.14719574,0.054149706,0.063864,-0.115218855,-0.017444389,0.023540946,sunkern
-0.11479894,0.07324989,0.009832576,0.043268107,0.02984662,-0.1702221,0.11592142,0.28720608,-0.07284354,-0.15828921,-0.04305309,-0.15690514,-0.023781976,-0.0118748965,0.0007556794,-0.1245576,0.12448456,-0.03501254,-0.048419792,-0.15085693,0.06904544,0.054123003,0.14439121,-0.15590739,-0.02597512,0.0374263,-0.07760958,-0.0372929,-0.13773404,-0.0014693185,0.1226104,-0.07050331,-0.00023485994,-0.21823953,-0.035593614,0.05750726,0.045000367,-0.112572394,0.0049724453,-0.16014662,0.090301014,-0.098585956,-0.08020281,-0.03271736,0.20525917,0.010284543,-0.18931898,-0.05062141,0.11579635,0.037429713,0.057577148,-0.12631917,0.008620062,-0.023214504,-0.12620407,0.024917508,0.056964517,-0.018088732,-0.17289354,0.1071808,-0.0093428325,0.0038580599,0.04480982,-0.017930467,-0.11336557,0.17778133,-0.022552429,0.10865632,-0.11984565,0.12567249,-0.121008925,0.086805455,0.15640254,-0.03310495,0.117246605,0.0056437785,0.052647807,0.005774306,-0.11082282,-0.008083451,-0.11959403,0.021945229,-0.06035772,0.18600923,-0.08265431,-0.12038434,0.076394826,0.031066127,0.04040213,0.0528674,0.17918225,-0.006898896,0.104409605,-0.07169365,0.14928041,0.051166397,0.06508565,-0.113602735,-0.019041149,0.022399683,sunflora
-0.11830154,0.07542563,0.015217231,0.045521125,0.029440103,-0.17719305,0.11690705,0.29268226,-0.0708594,-0.16062734,-0.04258926,-0.15879712,-0.02496254,-0.010155756,1.1566053e-06,-0.12214169,0.12495696,-0.031038983,-0.047463734,-0.15182452,0.06840697,0.05647979,0.14578408,-0.15633184,-0.030979581,0.038334455,-0.07626047,-0.039613638,-0.13209818,-0.009007083,0.11907758,-0.068969645,0.0005390249,-0.21645643,-0.037120845,0.054624032,0.04979405,-0.11952751,-0.0011829486,-0.14955884,0.09135094,-0.10170806,-0.08092604,-0.02974887,0.20973611,0.008987571,-0.18595353,-0.056803867,0.11950098,0.03870431,0.054120094,-0.12561756,0.01217767,-0.024558969,-0.1263855,0.030594256,0.062314406,-0.015647516,-0.16939285,0.11597051,-0.010713282,0.0030440912,0.041406054,-0.0184695,-0.11428954,0.17354059,-0.023210939,0.109353624,-0.1156695,0.12808438,-0.12108294,0.07915406,0.15930319,-0.032072634,0.11918436,0.01128974,0.04685563,0.00050830335,-0.1111149,-0.007207429,-0.1180134,0.028353814,-0.055043943,0.18681054,-0.08025175,-0.10835099,0.07343156,0.032596756,0.0443267,0.056073543,0.174829,-0.009899665,0.096054226,-0.07435429,0.14506963,0.056761295,0.066018626,-0.114858605,-0.02010615,0.021995267,yanma
-0.11429641,0.07618505,0.011711931,0.044873722,0.033280883,-0.16931818,0.11691951,0.2862999,-0.0710356,-0.15839553,-0.043781858,-0.15897833,-0.02539781,-0.01154903,-0.0013959454,-0.12646584,0.12471001,-0.029600304,-0.05059034,-0.14320639,0.07003374,0.05032752,0.14365394,-0.15777086,-0.025005002,0.036528148,-0.07134201,-0.039345935,-0.13551608,-0.0022743319,0.12263092,-0.071999356,-0.0023207455,-0.22125608,-0.03433636,0.05459453,0.048682015,-0.11180499,0.0077414005,-0.15812176,0.089497834,-0.099208176,-0.07770284,-0.033021223,0.20243253,0.012374423,-0.18463683,-0.048669018,0.11458197,0.036044963,0.06397462,-0.12560403,0.008265002,-0.02500178,-0.12879288,0.02581777,0.060703807,-0.015866812,-0.17403615,0.108842686,-0.009678654,0.003361758,0.043233443,-0.01705637,-0.108443476,0.17771907,-0.020477995,0.11204683,-0.11888301,0.12828524,-0.12166153,0.08555743,0.15973507,-0.028276581,0.11865189,0.004191852,0.04950503,0.004654973,-0.11050705,-0.0073702834,-0.123921104,0.02492394,-0.059614588,0.1821609,-0.08401726,-0.12128663,0.07705158,0.02774854,0.03871334,0.054731682,0.18306026,-0.009067478,0.10614335,-0.07574779,0.15006664,0.051711403,0.06494628,-0.1130552,-0.0232881,0.020328557,wooper
-0.11684074,0.07116205,0.012050424,0.048385985,0.028712515,-0.17507425,0.11577924,0.28980687,-0.07041168,-0.16221379,-0.040210783,-0.15729307,-0.027019255,-0.011862182,-0.00086577446,-0.11800402,0.12700589,-0.03267781,-0.045642756,-0.15127386,0.06589138,0.0559354,0.14460048,-0.15656939,-0.026073487,0.03697106,-0.07983698,-0.03560488,-0.13527955,-0.008718262,0.12013961,-0.069830365,0.0035173548,-0.21691822,-0.036874402,0.0536969,0.048809074,-0.12031908,0.0016049022,-0.15039577,0.0891862,-0.09905473,-0.08290087,-0.032288875,0.2115505,0.009943076,-0.18864909,-0.053592194,0.12150709,0.04113027,0.05469124,-0.123846315,0.010679342,-0.023207964,-0.12442269,0.027034512,0.060735505,-0.018081814,-0.1706766,0.114974365,-0.012251046,0.005006824,0.042772476,-0.01944891,-0.113038376,0.17521586,-0.024259763,0.106870845,-0.11688937,0.12632541,-0.120332636,0.08113491,0.15686189,-0.035482965,0.11738281,0.0063904724,0.050074894,0.00019326863,-0.10915249,-0.009188826,-0.12052312,0.025935994,-0.055944018,0.19174221,-0.07965017,-0.11282091,0.07581561,0.032201402,0.043731693,0.058015686,0.17564951,-0.009972093,0.10194928,-0.07172271,0.14779894,0.052458163,0.060455997,-0.11237437,-0.018742127,0.024006283,quagsire
-0.114740066,0.07496574,0.012077919,0.046919685,0.031156365,-0.16880089,0.11396027,0.28618675,-0.07292515,-0.15739962,-0.043493252,-0.1552003,-0.026496895,-0.012831503,0.0011178004,-0.12108377,0.1312929,-0.02993924,-0.050743606,-0.14784728,0.07056548,0.05296949,0.14752118,-0.16043416,-0.025525484,0.03923582,-0.076853715,-0.036349002,-0.13890588,-0.0010761137,0.12550361,-0.07489385,0.0001295793,-0.2177052,-0.033868067,0.054305952,0.04780018,-0.11253275,0.0066279275,-0.15018402,0.09046793,-0.09950127,-0.07868027,-0.0306616,0.20376219,0.011043215,-0.18414402,-0.051585924,0.118439555,0.037665654,0.06045069,-0.12825042,0.009627517,-0.025309544,-0.1281771,0.028038353,0.061934482,-0.014119305,-0.17179462,0.11127809,-0.010320976,0.0036580602,0.043222085,-0.015769277,-0.1083896,0.17874601,-0.022325804,0.11051383,-0.118192986,0.12757178,-0.12168155,0.0822894,0.16032493,-0.030629428,0.116604984,0.0043835742,0.050815556,0.0031600962,-0.10789072,-0.009388553,-0.12446274,0.024590896,-0.059993744,0.18597803,-0.079740286,-0.11905466,0.075670585,0.030503903,0.04286801,0.054134417,0.1805882,-0.010026519,0.104383096,-0.07817633,0.14564933,0.051436197,0.06712587,-0.112926304,-0.022392523,0.021454247,espeon
-0.114849746,0.07819103,0.011129978,0.045497842,0.034254864,-0.1669007,0.11506659,0.28482166,-0.072311334,-0.15617864,-0.044377863,-0.15861797,-0.025041422,-0.013474927,-0.00048024417,-0.1261677,0.12813628,-0.02981241,-0.05222123,-0.14162584,0.07236534,0.048875436,0.1438351,-0.16055314,-0.024127727,0.038713876,-0.07272071,-0.038310643,-0.13897985,0.0027020962,0.12714115,-0.07553711,-0.0027530575,-0.22030833,-0.03311383,0.056633826,0.048461787,-0.106271066,0.011299533,-0.15888634,0.09077925,-0.09994176,-0.07610071,-0.032091405,0.19910981,0.01367973,-0.18521585,-0.04653739,0.11336399,0.03497773,0.06762712,-0.12692705,0.0070735784,-0.025923967,-0.13054863,0.024698056,0.06077189,-0.014453784,-0.17302005,0.105099335,-0.008833946,0.0032149043,0.044530597,-0.016079884,-0.105433546,0.17987707,-0.020023951,0.111879714,-0.11815473,0.12639418,-0.12268332,0.086223,0.15863562,-0.02626955,0.11697886,0.0017327622,0.050473295,0.0061998796,-0.1083379,-0.00814193,-0.126151,0.023869863,-0.061554994,0.1800816,-0.08308729,-0.12623522,0.075927064,0.027026184,0.03922158,0.0530293,0.18466243,-0.0077870362,0.10924907,-0.078394674,0.14948457,0.048592675,0.06644027,-0.111232296,-0.024269989,0.019999204,umbreon
-0.11409726,0.064700514,0.00882079,0.04100461,0.021326512,-0.17611504,0.112106904,0.29191348,-0.07208158,-0.16165555,-0.0377097,-0.15301847,-0.02265089,-0.012603773,0.0012776057,-0.1144206,0.1253329,-0.044422336,-0.04042976,-0.16516899,0.06468035,0.062340938,0.14817663,-0.14688757,-0.03149716,0.037574507,-0.087935776,-0.031316802,-0.1340818,-0.009375787,0.11678318,-0.064955376,0.007459913,-0.21259992,-0.035769932,0.05651858,0.041802097,-0.124639064,-0.0094752945,-0.15428852,0.08956457,-0.09560101,-0.08686222,-0.03211055,0.21179111,0.001570019,-0.19263126,-0.059040114,0.12278863,0.04311379,0.042893443,-0.1251221,0.014776703,-0.01922342,-0.11723179,0.024880067,0.053909,-0.020074561,-0.16669902,0.1131066,-0.011287088,0.0043567927,0.047136858,-0.017102683,-0.12219865,0.17382488,-0.029578138,0.103460245,-0.1207977,0.12189503,-0.11793981,0.08399921,0.15411535,-0.041991226,0.11513302,0.0085179955,0.057931583,0.0008623717,-0.11539165,-0.008186871,-0.11421955,0.022752445,-0.057637475,0.20249388,-0.08158383,-0.11122315,0.07705527,0.04293467,0.046607498,0.05670501,0.17451738,-0.0066844583,0.094591334,-0.06439677,0.146153,0.051862486,0.06291191,-0.11593815,-0.009109527,0.02547665,murkrow
-0.115250126,0.07046714,0.010539888,0.043068886,0.027188165,-0.17152746,0.113654725,0.28814226,-0.07343178,-0.15859157,-0.041542906,-0.15494978,-0.024810458,-0.013426405,0.0006446522,-0.12029945,0.12604892,-0.036196083,-0.046589136,-0.15375943,0.06760787,0.054592296,0.14640458,-0.15415096,-0.026817907,0.03838359,-0.07971452,-0.034779996,-0.1368191,-0.0030331574,0.1211554,-0.07032183,0.0035938718,-0.21576735,-0.03383368,0.055649895,0.04442434,-0.116613925,0.0018735841,-0.15660527,0.090106644,-0.09844771,-0.08310854,-0.031220794,0.20646511,0.0070030084,-0.19019134,-0.05229804,0.11751145,0.039019886,0.055330776,-0.12575544,0.010199355,-0.02276438,-0.12358684,0.024968123,0.057304952,-0.017976604,-0.1700919,0.10880714,-0.010428241,0.0038142342,0.044954482,-0.01744846,-0.11475737,0.1774052,-0.024285655,0.107640125,-0.12026166,0.12528531,-0.1211868,0.08599012,0.15707135,-0.034720767,0.11603882,0.0058772634,0.05450859,0.0032186203,-0.11178016,-0.009387372,-0.12015347,0.023155693,-0.05966767,0.19225045,-0.08244876,-0.11826181,0.076213226,0.034271087,0.042404298,0.05523238,0.1806769,-0.008077766,0.1025784,-0.07127568,0.14725052,0.050176524,0.06521352,-0.11334172,-0.017108185,0.02265557,slowking
-0.117114685,0.07636647,0.012322466,0.044484332,0.031232722,-0.17546292,0.11780786,0.2920149,-0.071163744,-0.1609668,-0.042458054,-0.16060327,-0.024208684,-0.011028608,0.0011403166,-0.124120414,0.12480749,-0.0350511,-0.048291076,-0.15292084,0.069605365,0.056163043,0.14548564,-0.15517282,-0.029751262,0.036969718,-0.0766541,-0.039290473,-0.13378355,-0.00762689,0.12046046,-0.06978859,-0.0012907775,-0.21736938,-0.035843678,0.057480857,0.04859979,-0.11602302,0.00045589215,-0.15382941,0.09109001,-0.10131547,-0.08047797,-0.03173629,0.20867482,0.00967504,-0.1866462,-0.05332803,0.117659055,0.03948828,0.055900015,-0.12557043,0.010519093,-0.02366778,-0.12648197,0.027717749,0.060940377,-0.015814861,-0.17102523,0.111490406,-0.009531797,0.0042217774,0.04302923,-0.018370533,-0.11353707,0.17328402,-0.022828506,0.10888449,-0.1173679,0.12715842,-0.11981231,0.08063249,0.15741815,-0.032382224,0.11707479,0.008159495,0.047769953,0.0033055593,-0.11043549,-0.0068256445,-0.11751027,0.025478315,-0.05766318,0.18459104,-0.07895755,-0.11152172,0.0740164,0.032630518,0.04273786,0.054870818,0.17418768,-0.007787244,0.09935324,-0.07268761,0.1489567,0.055221587,0.06470483,-0.11649673,-0.01971604,0.02230141,misdreavus
-0.11210527,0.058362827,0.006469272,0.040573835,0.017732913,-0.17264262,0.10583753,0.28926936,-0.07408255,-0.15811254,-0.03615461,-0.14596914,-0.021446677,-0.015621546,0.0034572075,-0.106283754,0.13073547,-0.049842276,-0.038026825,-0.1696351,0.06585362,0.06424698,0.14875697,-0.14786713,-0.033801947,0.0411166,-0.09480545,-0.026506519,-0.1371445,-0.0046335557,0.12171983,-0.0663837,0.010268016,-0.21192926,-0.0336462,0.057799246,0.03800127,-0.12370062,-0.012257012,-0.15286611,0.09365178,-0.09450653,-0.08696485,-0.03271175,0.21079879,-0.0023915833,-0.19162965,-0.060119774,0.12517402,0.042775877,0.041438952,-0.12669381,0.017493306,-0.015125793,-0.11765996,0.024093868,0.05220802,-0.017609965,-0.16554427,0.111503415,-0.010780316,0.0050784517,0.049557745,-0.011981031,-0.121565156,0.1776843,-0.03191981,0.10124863,-0.12282996,0.121133044,-0.120511554,0.084499575,0.15128992,-0.045970377,0.11178743,0.0037544214,0.06504585,0.00075803633,-0.112619795,-0.009277329,-0.11782042,0.018664947,-0.062451676,0.21006545,-0.081574,-0.11494804,0.07596599,0.04934063,0.048163965,0.05655183,0.17662434,-0.0063456274,0.09331762,-0.06252799,0.14154716,0.04553334,0.063826375,-0.11145527,-0.005631275,0.028039394,unown
-0.11646133,0.07383243,0.013309227,0.04779772,0.03052477,-0.1746409,0.1169533,0.29129702,-0.06995353,-0.16178118,-0.041111544,-0.15815552,-0.027195496,-0.011493167,-0.00055539986,-0.119790904,0.12715358,-0.029612595,-0.048112724,-0.14807831,0.066877365,0.054442726,0.14510001,-0.15619503,-0.026612721,0.03633852,-0.07561862,-0.03684716,-0.1336512,-0.009034939,0.1193697,-0.070785895,0.0012311797,-0.21902844,-0.035448845,0.05254349,0.04993795,-0.12010965,0.0020435965,-0.14902416,0.08936888,-0.09841002,-0.08120225,-0.03202842,0.2100678,0.010132392,-0.18484814,-0.053706784,0.11938857,0.04013628,0.057221692,-0.123860575,0.010264596,-0.02386774,-0.12647714,0.028770726,0.06256957,-0.015667276,-0.17015477,0.11533399,-0.011629509,0.0050881333,0.04266901,-0.017850872,-0.11148602,0.17470798,-0.02380338,0.1094659,-0.11655552,0.1272431,-0.11923347,0.07990964,0.15956683,-0.032645173,0.11840036,0.006600255,0.04865461,-0.00035942384,-0.110594295,-0.008296779,-0.12210562,0.027580509,-0.055754963,0.18891482,-0.08007257,-0.112311095,0.0762378,0.031039821,0.043019917,0.057643317,0.17697343,-0.01063491,0.10113261,-0.07398487,0.1482658,0.054247927,0.063167594,-0.11445513,-0.0210771,0.022747545,wobbuffet
-0.11615109,0.0718433,0.013985539,0.04636461,0.028688215,-0.17213193,0.1159109,0.28838328,-0.07127839,-0.15867358,-0.041247454,-0.15491363,-0.026659243,-0.01318188,-0.0005258791,-0.118313834,0.12821296,-0.03038871,-0.04855538,-0.14891122,0.06765049,0.054533593,0.14538017,-0.15654267,-0.028786533,0.03838499,-0.07632101,-0.037596382,-0.13418779,-0.006404635,0.12114987,-0.071029015,0.0025826436,-0.21638311,-0.03517613,0.05316595,0.047420252,-0.11917152,0.0016872163,-0.14925802,0.09104743,-0.100037545,-0.0798491,-0.030607754,0.20762081,0.008465993,-0.18540864,-0.053712055,0.11978903,0.038377147,0.05637784,-0.1258665,0.01115336,-0.024230393,-0.12768795,0.02869099,0.0625312,-0.015749773,-0.17144085,0.11442554,-0.010405775,0.0040603466,0.04376698,-0.01713235,-0.11167942,0.17721365,-0.024283754,0.11029949,-0.118469045,0.12753941,-0.121663354,0.08134557,0.15937673,-0.03304839,0.1177531,0.0063813743,0.051040236,0.0013303909,-0.11073153,-0.009462251,-0.12300777,0.026671262,-0.058415115,0.1918752,-0.08099084,-0.11408758,0.07569357,0.032780685,0.042462554,0.056861553,0.1808073,-0.011242668,0.10118121,-0.07380269,0.14563473,0.05170247,0.06455211,-0.11277297,-0.019550819,0.023070993,girafarig
-0.11792592,0.07619392,0.013322442,0.047996268,0.031913012,-0.17565408,0.11745775,0.2929403,-0.06950924,-0.16142677,-0.041602597,-0.15999702,-0.026403625,-0.011462306,-0.0002291018,-0.12212635,0.12417767,-0.03154761,-0.04754243,-0.14720817,0.067979164,0.053592484,0.14363986,-0.15595733,-0.026289996,0.037226863,-0.075419106,-0.037092276,-0.13348413,-0.00822668,0.118869655,-0.070843264,-0.0006485395,-0.2199295,-0.03547949,0.054350268,0.050762266,-0.11867645,0.0029513224,-0.15249284,0.09048659,-0.10146504,-0.08221696,-0.032409333,0.21131974,0.011077498,-0.18775274,-0.052844543,0.11753128,0.039834425,0.058359582,-0.122935496,0.00949604,-0.024774263,-0.12605847,0.026917513,0.06164389,-0.015877085,-0.17046617,0.112596184,-0.010746266,0.005478661,0.041533656,-0.01898011,-0.10991241,0.17363788,-0.02131613,0.109607175,-0.1159653,0.12744293,-0.120070264,0.079890385,0.15729037,-0.0323787,0.116721645,0.0075486377,0.046661798,0.00083927915,-0.108497925,-0.007954552,-0.12099928,0.027100755,-0.056163155,0.18568562,-0.07965652,-0.1128804,0.07541681,0.029986283,0.041373268,0.057634477,0.17538318,-0.0097466465,0.102731064,-0.07390324,0.15019996,0.053993016,0.062025886,-0.113815784,-0.021840902,0.02239204,pineco
-0.113878086,0.06436643,0.010727059,0.04478246,0.022517404,-0.16923828,0.10864005,0.2860742,-0.07354528,-0.15743428,-0.039060652,-0.14707805,-0.026032314,-0.014649978,0.0012440876,-0.1114781,0.13104157,-0.0368433,-0.044731867,-0.15503812,0.06415884,0.05578751,0.14820619,-0.1543344,-0.025833631,0.041784946,-0.085069224,-0.029141307,-0.13873369,-0.0012523445,0.12155317,-0.07106735,0.008741051,-0.21565028,-0.032479025,0.052116245,0.042331424,-0.12150683,-0.0010374257,-0.1511264,0.09006867,-0.09614799,-0.08544075,-0.031365275,0.20819512,0.002620437,-0.18935971,-0.054777246,0.12139747,0.040150583,0.051415555,-0.12723438,0.01238066,-0.021465184,-0.121045634,0.0249477,0.05613161,-0.017735157,-0.16801143,0.11371708,-0.012071378,0.0037738802,0.0449916,-0.015554225,-0.11389346,0.1816771,-0.025953537,0.10700085,-0.120884776,0.12562115,-0.12180172,0.08679596,0.15756583,-0.038386893,0.114546545,0.0052334038,0.059807416,0.00035386535,-0.109469645,-0.012669901,-0.12447813,0.02316377,-0.059898358,0.20063128,-0.0821747,-0.11962021,0.07783878,0.038152404,0.044235446,0.05704419,0.18325284,-0.010925165,0.10215269,-0.07146407,0.14194351,0.046037477,0.06547487,-0.110128015,-0.0147273,0.024409022,forretress
-0.115107454,0.07538898,0.012386885,0.044154376,0.030851543,-0.17192821,0.11587546,0.28940654,-0.07256299,-0.15839283,-0.04241975,-0.15715498,-0.024495538,-0.013314604,-5.745808e-06,-0.122229554,0.12652947,-0.032278813,-0.049332317,-0.14760256,0.070463195,0.051655997,0.1449886,-0.15798545,-0.028548893,0.038632408,-0.07520111,-0.038082574,-0.1352755,-0.0015641522,0.12321803,-0.07221376,0.00060496444,-0.21773762,-0.032748263,0.056809984,0.047458436,-0.11274996,0.004166167,-0.15614828,0.09197972,-0.100719646,-0.078531474,-0.03170365,0.20357034,0.0093921935,-0.18612754,-0.051159315,0.11579678,0.037910342,0.06084797,-0.12606928,0.009707183,-0.02363614,-0.12796192,0.026528738,0.060233694,-0.015215288,-0.16982292,0.10796643,-0.009742222,0.003099437,0.044644527,-0.016612625,-0.109702654,0.17916994,-0.022220613,0.109769344,-0.11897486,0.12651977,-0.122561015,0.08406367,0.15753646,-0.03013217,0.11735311,0.0047562663,0.051034626,0.0039309976,-0.11024039,-0.0074722026,-0.12302193,0.025667565,-0.060505107,0.18654443,-0.08196527,-0.119535536,0.07513424,0.03149772,0.041624244,0.055198967,0.18162446,-0.008736335,0.103292204,-0.075312026,0.14686666,0.048846535,0.065495715,-0.11261953,-0.020414334,0.021280924,dunsparce
